Product_ID,Product_Name,Category,Brand,Original_Price,Discount_Percent,Discount_Amount,Selling_Price,Stock_Quantity,Weight_kg,Avg_Rating,Total_Reviews
PROD000260,Urban Ladder Sofa V10,Home,Urban,4586.34,35,1605.22,2981.12,438,1.43,4.59,49
PROD000261,Lakme Lipstick V9,Beauty,Lakme,4862.67,48,2334.08,2528.59,114,2.35,4.49,37
PROD000262,Mamaearth Facewash V4,Beauty,Mamaearth,2739.61,22,602.71,2136.9,328,4.81,4.43,28
PROD000263,Nivea Cream V1,Beauty,Nivea,1614.33,18,290.58,1323.75,308,1.35,4.37,30
PROD000264,Dove Soap V1,Beauty,Dove,4896.01,37,1811.52,3084.49,19,0.29,4.28,29
PROD000265,Plum Serum V1,Beauty,Plum,4193.54,13,545.16,3648.38,956,4.1,4.4,15
PROD000266,Nike T-shirt V4,Sports,Nike,25814.29,22,5679.14,20135.15,721,2.67,4.15,47
PROD000267,Puma Shoes V5,Sports,Puma,21750.39,47,10222.68,11527.71,721,4.31,4.47,49
PROD000268,Decathlon Cycle V5,Sports,Decathlon,7987.36,23,1837.09,6150.27,395,0.96,4.43,46
PROD000269,Yoga Mat V4,Sports,Yoga,28933.26,44,12730.63,16202.63,371,1.66,4.38,60
PROD000270,Dumbbells V4,Sports,Dumbbells,17825.68,35,6238.99,11586.69,298,1.96,4.41,51
PROD000271,Fiction Novel V8,Books,Fiction,679.92,50,339.96,339.96,35,2.42,4.34,35
PROD000272,NCERT Book V9,Books,NCERT,436.15,24,104.68,331.47,651,2.14,4.38,37
PROD000273,Comics V7,Books,Comics,933.92,15,140.09,793.83,546,4.27,4.29,35
PROD000274,Notebook V6,Books,Notebook,575.8,46,264.87,310.93,189,4.31,4.24,49
PROD000275,Stationery Set V7,Books,Stationery,966.34,25,241.59,724.75,578,1.16,4.5,26
PROD000276,Aashirvaad Atta V3,Grocery,Aashirvaad,220.86,23,50.8,170.06,136,0.64,4.32,59
PROD000277,Fortune Oil V9,Grocery,Fortune,229.62,34,78.07,151.55,241,1.75,4.28,53
PROD000278,Lays Chips V10,Grocery,Lays,1164.64,7,81.52,1083.12,33,2.09,4.55,51
PROD000279,Nescafe Coffee V2,Grocery,Nescafe,1449.62,41,594.34,855.28,937,4.21,4.3,54
PROD000280,Haldiram Snacks V10,Grocery,Haldiram,688.2,15,103.23,584.97,26,3.08,4.42,67
PROD000281,Samsung Mobile V2,Electronics,Samsung,79674.78,47,37447.15,42227.63,257,0.83,4.55,111
PROD000282,HP Laptop V9,Electronics,HP,80527.79,13,10468.61,70059.18,430,1.14,4.42,120
PROD000283,boAt Headphones V6,Electronics,boAt,56972.35,49,27916.45,29055.9,287,2.93,4.42,117
PROD000284,Noise Watch V9,Electronics,Noise,132728.2,45,59727.69,73000.51,576,0.8,4.51,114
PROD000285,Apple iPhone V10,Electronics,Apple,109418.42,47,51426.66,57991.76,405,0.53,4.43,123
PROD000286,Levis Jeans V4,Fashion,Levis,5878.2,43,2527.63,3350.57,754,3.48,4.36,88
PROD000287,Peter England Shirt V5,Fashion,Peter,10647.1,7,745.3,9901.8,71,3.42,4.42,69
PROD000288,Nike Shoes V6,Fashion,Nike,8290.19,43,3564.78,4725.41,862,0.69,4.43,76
PROD000289,Titan Watch V4,Fashion,Titan,7191.45,24,1725.95,5465.5,75,4.01,4.36,86
PROD000290,Puma T-shirt V6,Fashion,Puma,13432.76,21,2820.88,10611.88,295,3.57,4.27,94
PROD000291,IKEA Chair V2,Home,IKEA,16996.19,5,849.81,16146.38,348,2.15,4.46,61
PROD000292,Prestige Cooker V8,Home,Prestige,5785.53,21,1214.96,4570.57,148,2.32,4.42,45
PROD000293,Philips Mixer V9,Home,Philips,26775.34,40,10710.14,16065.2,953,4.39,4.4,60
PROD000294,Godrej Almirah V1,Home,Godrej,32196.86,27,8693.15,23503.71,25,1.4,4.31,52
PROD000295,Urban Ladder Sofa V7,Home,Urban,45801.85,36,16488.67,29313.18,39,3.52,4.34,59
PROD000296,Lakme Lipstick V7,Beauty,Lakme,719.22,27,194.19,525.03,242,2.64,4.5,36
PROD000297,Mamaearth Facewash V5,Beauty,Mamaearth,2158.18,23,496.38,1661.8,839,2.33,4.58,26
PROD000298,Nivea Cream V2,Beauty,Nivea,2103.33,19,399.63,1703.7,608,2.83,4.46,26
PROD000299,Dove Soap V3,Beauty,Dove,4106.97,16,657.12,3449.85,80,1.26,4.42,26
PROD000300,Plum Serum V10,Beauty,Plum,3671.41,34,1248.28,2423.13,929,2.18,4.35,26
PROD000301,Nike T-shirt V1,Sports,Nike,3103.7,32,993.18,2110.52,496,3.13,4.56,45
PROD000302,Puma Shoes V1,Sports,Puma,34482.36,20,6896.47,27585.89,748,3.05,4.24,41
PROD000303,Decathlon Cycle V10,Sports,Decathlon,22340.78,12,2680.89,19659.89,693,3.39,4.36,42
PROD000304,Yoga Mat V5,Sports,Yoga,34264.6,27,9251.44,25013.16,64,1.17,4.26,42
PROD000305,Dumbbells V4,Sports,Dumbbells,24003.09,18,4320.56,19682.53,472,4.54,4.41,51
PROD000306,Fiction Novel V4,Books,Fiction,1629.98,5,81.5,1548.48,257,3.88,4.49,45
PROD000307,NCERT Book V2,Books,NCERT,381.99,34,129.88,252.11,265,1.74,4.3,27
PROD000308,Comics V9,Books,Comics,1925.63,43,828.02,1097.61,518,3.7,4.2,30
PROD000309,Notebook V4,Books,Notebook,677.2,47,318.28,358.92,846,4.55,4.16,37
PROD000310,Stationery Set V4,Books,Stationery,582.27,23,133.92,448.35,707,1.29,4.34,44
PROD000311,Aashirvaad Atta V6,Grocery,Aashirvaad,2526.83,18,454.83,2072,455,4.44,4.24,45
PROD000312,Fortune Oil V10,Grocery,Fortune,178.57,9,16.07,162.5,17,4.01,4.39,56
PROD000313,Lays Chips V6,Grocery,Lays,899.52,49,440.76,458.76,811,4.32,4.32,57
PROD000314,Nescafe Coffee V9,Grocery,Nescafe,1164.72,46,535.77,628.95,819,4.44,4.38,55
PROD000315,Haldiram Snacks V10,Grocery,Haldiram,557.45,41,228.55,328.9,494,0.85,4.41,64
PROD000316,Samsung Mobile V10,Electronics,Samsung,16107.21,28,4510.02,11597.19,145,1.2,4.43,125
PROD000317,HP Laptop V7,Electronics,HP,56431.57,9,5078.84,51352.73,365,1.47,4.35,97
PROD000318,boAt Headphones V8,Electronics,boAt,7073.01,50,3536.51,3536.5,749,3.61,4.32,109
PROD000319,Noise Watch V4,Electronics,Noise,8479,19,1611.01,6867.99,151,2.24,4.46,122
PROD000320,Apple iPhone V4,Electronics,Apple,57003.61,22,12540.79,44462.82,660,1.25,4.45,103
PROD000321,Levis Jeans V8,Fashion,Levis,11456.6,38,4353.51,7103.09,855,1.28,4.39,66
PROD000322,Peter England Shirt V6,Fashion,Peter,8029.57,49,3934.49,4095.08,824,3.47,4.25,67
PROD000323,Nike Shoes V5,Fashion,Nike,12883.24,13,1674.82,11208.42,459,3.26,4.51,94
PROD000324,Titan Watch V9,Fashion,Titan,495.32,35,173.36,321.96,276,2.54,4.31,70
PROD000325,Puma T-shirt V3,Fashion,Puma,14814.81,16,2370.37,12444.44,222,0.26,4.45,84
PROD000326,IKEA Chair V6,Home,IKEA,9886.7,23,2273.94,7612.76,790,1.38,4.37,57
PROD000327,Prestige Cooker V7,Home,Prestige,25941.8,40,10376.72,15565.08,281,3.86,4.47,57
PROD000328,Philips Mixer V6,Home,Philips,35179.28,33,11609.16,23570.12,364,4.72,4.49,59
PROD000329,Godrej Almirah V9,Home,Godrej,30335.16,45,13650.82,16684.34,43,4.7,4.4,68
PROD000330,Urban Ladder Sofa V3,Home,Urban,10547.8,17,1793.13,8754.67,335,2.98,4.43,53
PROD000331,Lakme Lipstick V3,Beauty,Lakme,3039.59,33,1003.06,2036.53,252,3.12,4.13,30
PROD000332,Mamaearth Facewash V8,Beauty,Mamaearth,4883.35,36,1758.01,3125.34,593,3.09,4.21,24
PROD000333,Nivea Cream V7,Beauty,Nivea,568.22,26,147.74,420.48,862,3.21,4.32,22
PROD000334,Dove Soap V5,Beauty,Dove,4587.04,17,779.8,3807.24,711,4.02,4.26,42
PROD000335,Plum Serum V5,Beauty,Plum,2091.15,48,1003.75,1087.4,440,0.33,4.43,30
PROD000336,Nike T-shirt V8,Sports,Nike,2395.83,32,766.67,1629.16,459,4.4,4.41,61
PROD000337,Puma Shoes V2,Sports,Puma,30332.63,37,11223.07,19109.56,413,2.07,4.14,50
PROD000338,Decathlon Cycle V5,Sports,Decathlon,1531.1,21,321.53,1209.57,49,2.83,4.34,44
PROD000339,Yoga Mat V1,Sports,Yoga,9768.52,17,1660.65,8107.87,297,4.89,4.41,41
PROD000340,Dumbbells V1,Sports,Dumbbells,21673.91,27,5851.96,15821.95,461,1.96,4.5,54
PROD000341,Fiction Novel V1,Books,Fiction,1092.49,47,513.47,579.02,552,0.99,4.56,36
PROD000342,NCERT Book V6,Books,NCERT,617.04,31,191.28,425.76,438,0.54,4.41,37
PROD000343,Comics V6,Books,Comics,1695.93,7,118.72,1577.21,399,1.63,4.57,28
PROD000344,Notebook V4,Books,Notebook,222.9,37,82.47,140.43,867,4.62,4.24,34
PROD000345,Stationery Set V10,Books,Stationery,1112.67,31,344.93,767.74,605,3.7,4.47,38
PROD000346,Aashirvaad Atta V5,Grocery,Aashirvaad,984.57,40,393.83,590.74,675,0.91,4.43,51
PROD000347,Fortune Oil V8,Grocery,Fortune,1718.17,36,618.54,1099.63,250,0.88,4.42,55
PROD000348,Lays Chips V4,Grocery,Lays,1449.22,15,217.38,1231.84,177,4.76,4.42,59
PROD000349,Nescafe Coffee V4,Grocery,Nescafe,78.67,9,7.08,71.59,698,0.38,4.42,55
PROD000350,Haldiram Snacks V5,Grocery,Haldiram,1576.37,7,110.35,1466.02,707,0.26,4.43,46
PROD000351,Samsung Mobile V2,Electronics,Samsung,19858.65,26,5163.25,14695.4,813,3.52,4.38,104
PROD000352,HP Laptop V7,Electronics,HP,145488.97,49,71289.6,74199.37,494,3.76,4.56,104
PROD000353,boAt Headphones V1,Electronics,boAt,47258.35,25,11814.59,35443.76,677,3.35,4.32,139
PROD000354,Noise Watch V8,Electronics,Noise,106180.55,48,50966.66,55213.89,490,2.12,4.43,84
PROD000355,Apple iPhone V4,Electronics,Apple,32641.99,20,6528.4,26113.59,156,0.92,4.43,100
PROD000356,Levis Jeans V2,Fashion,Levis,3908.02,46,1797.69,2110.33,633,3.65,4.41,80
PROD000357,Peter England Shirt V7,Fashion,Peter,7696.12,37,2847.56,4848.56,594,0.61,4.48,99
PROD000358,Nike Shoes V3,Fashion,Nike,9218.49,31,2857.73,6360.76,831,3.07,4.49,78
PROD000359,Titan Watch V7,Fashion,Titan,3604.43,7,252.31,3352.12,170,1,4.4,90
PROD000360,Puma T-shirt V4,Fashion,Puma,14283.53,5,714.18,13569.35,595,1.91,4.31,86
PROD000361,IKEA Chair V2,Home,IKEA,22824.34,49,11183.93,11640.41,290,4.98,4.36,50
PROD000362,Prestige Cooker V10,Home,Prestige,21669.55,27,5850.78,15818.77,382,2.55,4.46,65
PROD000363,Philips Mixer V9,Home,Philips,22610.51,38,8591.99,14018.52,630,3.03,4.41,54
PROD000364,Godrej Almirah V3,Home,Godrej,35911.94,48,17237.73,18674.21,640,4.34,4.39,54
PROD000365,Urban Ladder Sofa V8,Home,Urban,5438.58,28,1522.8,3915.78,148,2.9,4.36,53
PROD000366,Lakme Lipstick V1,Beauty,Lakme,1328.01,8,106.24,1221.77,586,1.64,4.47,19
PROD000367,Mamaearth Facewash V2,Beauty,Mamaearth,346.05,9,31.14,314.91,705,4.59,4.24,25
PROD000368,Nivea Cream V6,Beauty,Nivea,4194.45,21,880.83,3313.62,751,3.32,4.43,21
PROD000369,Dove Soap V8,Beauty,Dove,4101.4,28,1148.39,2953.01,952,4.6,4.43,35
PROD000370,Plum Serum V2,Beauty,Plum,2524.6,34,858.36,1666.24,707,1.68,4.5,28
PROD000371,Nike T-shirt V8,Sports,Nike,15479.79,18,2786.36,12693.43,825,2.83,4.43,54
PROD000372,Puma Shoes V6,Sports,Puma,19755.86,50,9877.93,9877.93,651,3.75,4.51,55
PROD000373,Decathlon Cycle V6,Sports,Decathlon,7246.09,30,2173.83,5072.26,695,3.97,4.37,43
PROD000374,Yoga Mat V3,Sports,Yoga,28321.37,21,5947.49,22373.88,259,3.54,4.31,51
PROD000375,Dumbbells V10,Sports,Dumbbells,17352.03,22,3817.45,13534.58,332,2.45,4.57,37
PROD000376,Fiction Novel V4,Books,Fiction,1204.45,28,337.25,867.2,604,3.41,4.41,41
PROD000377,NCERT Book V8,Books,NCERT,1242.86,10,124.29,1118.57,839,0.9,4.51,35
PROD000378,Comics V3,Books,Comics,207.93,34,70.7,137.23,524,4.63,4.45,42
PROD000379,Notebook V4,Books,Notebook,1802.68,16,288.43,1514.25,254,3.94,4.38,29
PROD000380,Stationery Set V2,Books,Stationery,459.45,48,220.54,238.91,923,1.65,4.27,37
PROD000381,Aashirvaad Atta V1,Grocery,Aashirvaad,903.03,8,72.24,830.79,147,0.67,4.3,66
PROD000382,Fortune Oil V3,Grocery,Fortune,1160.79,42,487.53,673.26,131,3.2,4.44,57
PROD000383,Lays Chips V1,Grocery,Lays,376.08,36,135.39,240.69,537,1.66,4.47,73
PROD000384,Nescafe Coffee V4,Grocery,Nescafe,1639.67,6,98.38,1541.29,831,1.44,4.36,58
PROD000385,Haldiram Snacks V7,Grocery,Haldiram,2496.17,37,923.58,1572.59,175,1.41,4.39,57
PROD000386,Samsung Mobile V6,Electronics,Samsung,63340.68,42,26603.09,36737.59,237,3.34,4.31,108
PROD000387,HP Laptop V10,Electronics,HP,92261.96,7,6458.34,85803.62,112,4.91,4.4,93
PROD000388,boAt Headphones V5,Electronics,boAt,15586.6,39,6078.77,9507.83,810,2.84,4.31,103
PROD000389,Noise Watch V4,Electronics,Noise,81166.42,14,11363.3,69803.12,542,2.57,4.29,97
PROD000390,Apple iPhone V4,Electronics,Apple,34778.09,26,9042.3,25735.79,53,2.84,4.41,124
PROD000391,Levis Jeans V6,Fashion,Levis,8605.21,11,946.57,7658.64,269,4.29,4.37,89
PROD000392,Peter England Shirt V7,Fashion,Peter,14784.25,23,3400.38,11383.87,142,1.26,4.28,78
PROD000393,Nike Shoes V5,Fashion,Nike,5992.88,44,2636.87,3356.01,221,4.94,4.3,89
PROD000394,Titan Watch V9,Fashion,Titan,14397.79,12,1727.73,12670.06,36,4.4,4.38,94
PROD000395,Puma T-shirt V2,Fashion,Puma,10933.62,50,5466.81,5466.81,934,3.04,4.35,71
PROD000396,IKEA Chair V9,Home,IKEA,9513.25,7,665.93,8847.32,716,3.07,4.44,63
PROD000397,Prestige Cooker V9,Home,Prestige,41119.61,21,8635.12,32484.49,856,3.62,4.33,51
PROD000398,Philips Mixer V6,Home,Philips,27872.46,6,1672.35,26200.11,52,4.32,4.34,56
PROD000399,Godrej Almirah V4,Home,Godrej,5639.6,9,507.56,5132.04,706,3.5,4.49,59
PROD000400,Urban Ladder Sofa V7,Home,Urban,9829.73,20,1965.95,7863.78,439,1.29,4.33,58
PROD000401,Lakme Lipstick V7,Beauty,Lakme,677.58,47,318.46,359.12,404,4.04,4.22,27
PROD000402,Mamaearth Facewash V8,Beauty,Mamaearth,1710.57,34,581.59,1128.98,181,3.45,4.26,27
PROD000403,Nivea Cream V8,Beauty,Nivea,2113.08,26,549.4,1563.68,818,2.78,4.42,24
PROD000404,Dove Soap V6,Beauty,Dove,3842.14,34,1306.33,2535.81,213,4.1,4.34,38
PROD000405,Plum Serum V9,Beauty,Plum,2471.84,10,247.18,2224.66,754,1.78,4.55,20
PROD000406,Nike T-shirt V4,Sports,Nike,34089.04,5,1704.45,32384.59,820,0.41,4.54,61
PROD000407,Puma Shoes V2,Sports,Puma,15277.77,35,5347.22,9930.55,604,1.96,4.46,56
PROD000408,Decathlon Cycle V1,Sports,Decathlon,17612.1,18,3170.18,14441.92,908,2.24,4.43,49
PROD000409,Yoga Mat V9,Sports,Yoga,19005.45,21,3991.14,15014.31,973,3.45,4.33,61
PROD000410,Dumbbells V10,Sports,Dumbbells,9262.48,47,4353.37,4909.11,861,1.49,4.33,52
PROD000411,Fiction Novel V8,Books,Fiction,816.91,16,130.71,686.2,408,0.24,4.41,39
PROD000412,NCERT Book V4,Books,NCERT,268.29,37,99.27,169.02,937,1.89,4.16,44
PROD000413,Comics V2,Books,Comics,867.27,30,260.18,607.09,232,0.74,4.33,30
PROD000414,Notebook V2,Books,Notebook,604.23,23,138.97,465.26,201,0.88,4.47,47
PROD000415,Stationery Set V6,Books,Stationery,1350.87,32,432.28,918.59,189,2.84,4.38,37
PROD000416,Aashirvaad Atta V3,Grocery,Aashirvaad,415.69,43,178.75,236.94,962,2.18,4.36,50
PROD000417,Fortune Oil V2,Grocery,Fortune,1669.57,24,400.7,1268.87,206,3.29,4.28,58
PROD000418,Lays Chips V9,Grocery,Lays,2818.6,36,1014.7,1803.9,756,0.68,4.36,53
PROD000419,Nescafe Coffee V9,Grocery,Nescafe,1399.65,7,97.98,1301.67,643,4.64,4.46,46
PROD000420,Haldiram Snacks V3,Grocery,Haldiram,2828.49,39,1103.11,1725.38,293,3.12,4.39,56
PROD000421,Samsung Mobile V4,Electronics,Samsung,141939.6,27,38323.69,103615.91,821,4.8,4.53,118
PROD000422,HP Laptop V4,Electronics,HP,86607.65,48,41571.67,45035.98,940,1.55,4.41,113
PROD000423,boAt Headphones V7,Electronics,boAt,87883.47,23,20213.2,67670.27,728,2.89,4.23,99
PROD000424,Noise Watch V2,Electronics,Noise,95813.32,10,9581.33,86231.99,794,1.07,4.48,117
PROD000425,Apple iPhone V8,Electronics,Apple,130878.41,19,24866.9,106011.51,494,0.89,4.51,97
PROD000426,Levis Jeans V7,Fashion,Levis,415.83,21,87.32,328.51,206,4.65,4.35,74
PROD000427,Peter England Shirt V3,Fashion,Peter,11901.42,42,4998.6,6902.82,848,2.21,4.36,80
PROD000428,Nike Shoes V6,Fashion,Nike,5205.24,41,2134.15,3071.09,459,3.83,4.45,75
PROD000429,Titan Watch V7,Fashion,Titan,11897.62,46,5472.91,6424.71,573,3.05,4.39,84
PROD000430,Puma T-shirt V7,Fashion,Puma,12651.66,25,3162.91,9488.75,646,3.41,4.47,92
PROD000431,IKEA Chair V7,Home,IKEA,29785.99,8,2382.88,27403.11,987,3.4,4.31,49
PROD000432,Prestige Cooker V2,Home,Prestige,47676.95,23,10965.7,36711.25,820,3.3,4.41,66
PROD000433,Philips Mixer V7,Home,Philips,2342.66,31,726.22,1616.44,456,4.7,4.29,59
PROD000434,Godrej Almirah V3,Home,Godrej,39539.45,30,11861.83,27677.62,189,0.89,4.36,56
PROD000435,Urban Ladder Sofa V6,Home,Urban,418.58,16,66.97,351.61,259,1.22,4.41,58
PROD000436,Lakme Lipstick V3,Beauty,Lakme,1371.68,7,96.02,1275.66,749,1.16,4.14,21
PROD000437,Mamaearth Facewash V1,Beauty,Mamaearth,423.9,19,80.54,343.36,923,1.34,4.48,31
PROD000438,Nivea Cream V3,Beauty,Nivea,2508.94,29,727.59,1781.35,254,4.97,4.32,19
PROD000439,Dove Soap V8,Beauty,Dove,1634.28,48,784.45,849.83,547,1.33,4.3,27
PROD000440,Plum Serum V6,Beauty,Plum,589.04,43,253.29,335.75,489,3.67,4.46,28
PROD000441,Nike T-shirt V7,Sports,Nike,14666.75,8,1173.34,13493.41,885,2.73,4.45,51
PROD000442,Puma Shoes V8,Sports,Puma,2276.35,36,819.49,1456.86,617,0.8,4.35,63
PROD000443,Decathlon Cycle V10,Sports,Decathlon,29342.19,36,10563.19,18779,640,2.41,4.14,35
PROD000444,Yoga Mat V10,Sports,Yoga,28571.74,23,6571.5,22000.24,57,3.85,4.39,44
PROD000445,Dumbbells V6,Sports,Dumbbells,16650.66,32,5328.21,11322.45,931,4.67,4.29,42
PROD000446,Fiction Novel V2,Books,Fiction,1932.68,31,599.13,1333.55,440,3.79,4.26,27
PROD000447,NCERT Book V10,Books,NCERT,1464.28,29,424.64,1039.64,696,3.02,4.3,27
PROD000448,Comics V8,Books,Comics,695.37,39,271.19,424.18,535,0.62,4.31,32
PROD000449,Notebook V3,Books,Notebook,560.05,19,106.41,453.64,691,4.67,4.4,25
PROD000450,Stationery Set V3,Books,Stationery,132.59,38,50.38,82.21,95,3.48,4.35,43
PROD000451,Aashirvaad Atta V4,Grocery,Aashirvaad,738.61,41,302.83,435.78,755,4.55,4.44,66
PROD000452,Fortune Oil V5,Grocery,Fortune,2174.37,8,173.95,2000.42,739,4.12,4.32,56
PROD000453,Lays Chips V4,Grocery,Lays,114.07,29,33.08,80.99,364,2.25,4.3,67
PROD000454,Nescafe Coffee V3,Grocery,Nescafe,1292.37,50,646.18,646.19,424,2.55,4.35,55
PROD000455,Haldiram Snacks V10,Grocery,Haldiram,1239.35,23,285.05,954.3,180,1.96,4.39,62
PROD000456,Samsung Mobile V8,Electronics,Samsung,68341.99,31,21186.02,47155.97,134,1.01,4.37,111
PROD000457,HP Laptop V10,Electronics,HP,26910.01,17,4574.7,22335.31,620,4.11,4.37,108
PROD000458,boAt Headphones V6,Electronics,boAt,97949.73,35,34282.41,63667.32,371,1.2,4.43,107
PROD000459,Noise Watch V10,Electronics,Noise,128863.18,15,19329.48,109533.7,989,0.35,4.34,99
PROD000460,Apple iPhone V9,Electronics,Apple,136493.6,35,47772.76,88720.84,833,2.07,4.44,98
PROD000461,Levis Jeans V7,Fashion,Levis,9021.63,44,3969.52,5052.11,830,2.27,4.38,81
PROD000462,Peter England Shirt V9,Fashion,Peter,8215.77,27,2218.26,5997.51,234,4.16,4.36,70
PROD000463,Nike Shoes V10,Fashion,Nike,14749.41,45,6637.23,8112.18,318,1.73,4.4,81
PROD000464,Titan Watch V1,Fashion,Titan,14784.26,22,3252.54,11531.72,409,4.77,4.44,81
PROD000465,Puma T-shirt V7,Fashion,Puma,1114.57,41,456.97,657.6,349,0.36,4.41,86
PROD000466,IKEA Chair V8,Home,IKEA,30243.13,19,5746.19,24496.94,249,1.7,4.41,41
PROD000467,Prestige Cooker V8,Home,Prestige,25923.65,8,2073.89,23849.76,162,4.54,4.42,65
PROD000468,Philips Mixer V10,Home,Philips,3034.78,10,303.48,2731.3,926,1.76,4.22,51
PROD000469,Godrej Almirah V10,Home,Godrej,10160.52,14,1422.47,8738.05,962,0.52,4.47,64
PROD000470,Urban Ladder Sofa V5,Home,Urban,42965.32,38,16326.82,26638.5,685,4.52,4.47,66
PROD000471,Lakme Lipstick V7,Beauty,Lakme,1324.52,49,649.01,675.51,820,4.84,4.52,31
PROD000472,Mamaearth Facewash V2,Beauty,Mamaearth,1321.95,33,436.24,885.71,789,3.95,4.48,23
PROD000473,Nivea Cream V9,Beauty,Nivea,355.79,47,167.22,188.57,413,2.44,4.59,27
PROD000474,Dove Soap V7,Beauty,Dove,4093.54,28,1146.19,2947.35,167,2.12,4.44,32
PROD000475,Plum Serum V5,Beauty,Plum,3691.92,5,184.6,3507.32,826,1.91,4.53,30
PROD000476,Nike T-shirt V8,Sports,Nike,13900.33,33,4587.11,9313.22,177,3.02,4.31,52
PROD000477,Puma Shoes V10,Sports,Puma,22885.86,30,6865.76,16020.1,735,4.09,4.45,58
PROD000478,Decathlon Cycle V8,Sports,Decathlon,32578.57,17,5538.36,27040.21,931,0.67,4.29,49
PROD000479,Yoga Mat V6,Sports,Yoga,31854.84,20,6370.97,25483.87,799,0.89,4.26,54
PROD000480,Dumbbells V1,Sports,Dumbbells,28684.56,44,12621.21,16063.35,833,4.96,4.61,54
PROD000481,Fiction Novel V5,Books,Fiction,1342.06,30,402.62,939.44,843,0.95,4.27,26
PROD000482,NCERT Book V9,Books,NCERT,1402.9,37,519.07,883.83,391,2,4.14,28
PROD000483,Comics V3,Books,Comics,586.23,44,257.94,328.29,777,3.92,4.45,33
PROD000484,Notebook V2,Books,Notebook,1861.69,16,297.87,1563.82,173,0.96,4.44,36
PROD000485,Stationery Set V1,Books,Stationery,135.17,23,31.09,104.08,126,1.62,4.5,32
PROD000486,Aashirvaad Atta V10,Grocery,Aashirvaad,2450.68,32,784.22,1666.46,606,2.43,4.57,49
PROD000487,Fortune Oil V9,Grocery,Fortune,2112.01,37,781.44,1330.57,770,0.34,4.27,60
PROD000488,Lays Chips V4,Grocery,Lays,2634.71,29,764.07,1870.64,214,2.97,4.44,55
PROD000489,Nescafe Coffee V1,Grocery,Nescafe,258.12,17,43.88,214.24,488,4.34,4.32,60
PROD000490,Haldiram Snacks V7,Grocery,Haldiram,1561.44,18,281.06,1280.38,430,4.05,4.34,53
PROD000491,Samsung Mobile V10,Electronics,Samsung,67090.7,15,10063.6,57027.1,569,3,4.38,112
PROD000492,HP Laptop V2,Electronics,HP,106828.5,48,51277.68,55550.82,381,1.26,4.36,123
PROD000493,boAt Headphones V1,Electronics,boAt,86495.05,9,7784.55,78710.5,191,4.67,4.43,103
PROD000494,Noise Watch V7,Electronics,Noise,125074.4,45,56283.48,68790.92,228,3.41,4.41,111
PROD000495,Apple iPhone V8,Electronics,Apple,146592.17,19,27852.51,118739.66,761,4.95,4.38,123
PROD000496,Levis Jeans V8,Fashion,Levis,10582.91,32,3386.53,7196.38,746,4.55,4.42,80
PROD000497,Peter England Shirt V5,Fashion,Peter,7169.41,38,2724.38,4445.03,171,4.94,4.45,80
PROD000498,Nike Shoes V10,Fashion,Nike,5556.57,18,1000.18,4556.39,362,4.39,4.37,90
PROD000499,Titan Watch V10,Fashion,Titan,5376.6,19,1021.55,4355.05,709,3.36,4.48,93
PROD000500,Puma T-shirt V8,Fashion,Puma,3219.55,21,676.11,2543.44,704,4.16,4.35,80
PROD000501,IKEA Chair V2,Home,IKEA,23076.74,21,4846.12,18230.62,65,3.97,4.48,52
PROD000502,Prestige Cooker V3,Home,Prestige,29161.93,18,5249.15,23912.78,261,3.71,4.31,45
PROD000503,Philips Mixer V6,Home,Philips,39217.6,46,18040.1,21177.5,870,4.85,4.23,60
PROD000504,Godrej Almirah V9,Home,Godrej,24786.51,29,7188.09,17598.42,995,2.49,4.33,43
PROD000505,Urban Ladder Sofa V2,Home,Urban,8379.16,17,1424.46,6954.7,225,0.89,4.35,51
PROD000506,Lakme Lipstick V7,Beauty,Lakme,2778.75,22,611.33,2167.42,579,0.3,4.25,24
PROD000507,Mamaearth Facewash V8,Beauty,Mamaearth,2990.77,27,807.51,2183.26,270,0.93,4.41,32
PROD000508,Nivea Cream V4,Beauty,Nivea,1959.89,33,646.76,1313.13,870,3.01,4.69,29
PROD000509,Dove Soap V7,Beauty,Dove,1849.39,41,758.25,1091.14,882,3.51,4.7,23
PROD000510,Plum Serum V3,Beauty,Plum,3401.35,28,952.38,2448.97,646,1.73,4.26,27
PROD000511,Nike T-shirt V7,Sports,Nike,6120.76,19,1162.94,4957.82,947,2.59,4.32,59
PROD000512,Puma Shoes V10,Sports,Puma,26338.57,9,2370.47,23968.1,147,0.54,4.37,51
PROD000513,Decathlon Cycle V2,Sports,Decathlon,8989.93,18,1618.19,7371.74,244,4.51,4.32,41
PROD000514,Yoga Mat V9,Sports,Yoga,21279.25,44,9362.87,11916.38,680,4.02,4.46,35
PROD000515,Dumbbells V8,Sports,Dumbbells,8378.43,26,2178.39,6200.04,951,0.29,4.36,53
PROD000516,Fiction Novel V10,Books,Fiction,989.9,44,435.56,554.34,815,1.6,4.33,27
PROD000517,NCERT Book V9,Books,NCERT,1819.44,21,382.08,1437.36,131,3.09,4.07,27
PROD000518,Comics V7,Books,Comics,1175.45,37,434.92,740.53,583,3.21,4.45,33
PROD000519,Notebook V5,Books,Notebook,794.83,34,270.24,524.59,725,3.12,4.42,40
PROD000520,Stationery Set V1,Books,Stationery,1728.08,18,311.05,1417.03,811,0.65,4.21,42
